Chuck Person's Eccojams Vol. 1,Chuck Person,2010,https://www.discogs.com/master/853927,Electronic,Vaporwave
Congratulations,MGMT,2010,https://www.discogs.com/master/240064,Rock,Indie Rock|Pop Rock|Psychedelic Rock
Contra,Vampire Weekend,2010,https://www.discogs.com/master/214015,Electronic|Pop|Rock,Art Rock|Avantgarde|Indie Rock
Cosmogramma,Flying Lotus,2010,https://www.discogs.com/master/244669,Electronic|Hip Hop,Abstract|Downtempo|Experimental|Future Jazz|Glitch|IDM
Flockaveli,Waka Flocka Flame,2010,https://www.discogs.com/master/450196,Hip Hop,Crunk|Gangsta|Pop Rap|Thug Rap
Halcyon Digest,Deerhunter,2010,https://www.discogs.com/master/278175,Rock,Art Rock|Indie Rock|Shoegaze
Have One On Me,Joanna Newsom,2010,https://www.discogs.com/master/227203,"Folk, World, & Country",Acoustic|Folk
I'm New Here,Gil Scott-Heron,2010,https://www.discogs.com/master/225047,Funk / Soul,Soul
Kvelertak,Kvelertak,2010,https://www.discogs.com/master/269865,Rock,Black Metal|Hardcore|Rock & Roll|Stoner Rock
Marrow Of The Spirit,Agalloch,2010,https://www.discogs.com/master/291660,Rock,Atmospheric Black Metal|Neofolk|Progressive Metal
Plastic Beach,Gorillaz,2010,https://www.discogs.com/master/231219,Electronic|Hip Hop|Pop,Electro|Leftfield|Synth-pop
Public Strain,Women,2010,https://www.discogs.com/master/280193,Electronic|Rock,Indie Rock|Lo-Fi|Noise
Teen Dream,Beach House,2010,https://www.discogs.com/master/220456,Pop|Rock,Dream Pop|Indie Pop
The ArchAndroid,Janelle Monáe,2010,https://www.discogs.com/master/260095,Funk / Soul|Hip Hop|Pop|Rock,Funk|Neo Soul|New Wave|RnB/Swing
The Monitor,Titus Andronicus,2010,https://www.discogs.com/master/246871,Rock,Indie Rock|Punk
The Suburbs,Arcade Fire,2010,https://www.discogs.com/master/264742,Rock,Alternative Rock|Indie Rock
The Way Out,The Books,2010,https://www.discogs.com/master/266708,"Blues|Classical|Electronic|Folk, World, & Country|Funk / Soul|Hip Hop|Jazz|Non-Music|Pop|Rock",Abstract
There Is Love In You,Four Tet,2010,https://www.discogs.com/master/220989,Electronic,Experimental|House|IDM|Techno
Throat,Little Women,2010,https://www.discogs.com/master/272520,Jazz|Rock,Avantgarde|Jazz-Rock
Unsilent Death,Nails,2010,https://www.discogs.com/master/288444,Rock,Grindcore|Hardcore
93 Million Miles,Africa HiTech,2011,https://www.discogs.com/master/334705,Electronic,Dubstep|Electro|Glitch|IDM|UK Garage
A I A : Alien Observer,Grouper,2011,https://www.discogs.com/master/498680,Rock,Experimental
